DT,Precip,Met,Gage
"09Jan3000, 20:00",0,Feb1996,SK04
"09Jan3000, 21:00",0,Feb1996,SK04
"09Jan3000, 22:00",0,Feb1996,SK04
"09Jan3000, 23:00",0,Feb1996,SK04
"01Jan3000, 00:00", ,Nov1996,SK02
"01Jan3000, 01:00",0,Nov1996,SK02
"01Jan3000, 02:00",0,Nov1996,SK02
"01Jan3000, 03:00",0.01,Nov1996,SK02
"01Jan3000, 04:00",0.01,Nov1996,SK02
"01Jan3000, 05:00",0.01,Nov1996,SK02
"01Jan3000, 06:00",0.01,Nov1996,SK02
"01Jan3000, 07:00",0,Nov1996,SK02
"01Jan3000, 08:00",0,Nov1996,SK02
"01Jan3000, 09:00",0,Nov1996,SK02
"01Jan3000, 10:00",0,Nov1996,SK02
"01Jan3000, 11:00",0,Nov1996,SK02
"01Jan3000, 12:00",0,Nov1996,SK02
"01Jan3000, 13:00",0,Nov1996,SK02
"01Jan3000, 14:00",0,Nov1996,SK02
"01Jan3000, 15:00",0,Nov1996,SK02
"01Jan3000, 16:00",0,Nov1996,SK02
"01Jan3000, 17:00",0.01,Nov1996,SK02
"01Jan3000, 18:00",0,Nov1996,SK02
"01Jan3000, 19:00",0,Nov1996,SK02
"01Jan3000, 20:00",0,Nov1996,SK02
"01Jan3000, 21:00",0,Nov1996,SK02
"01Jan3000, 22:00",0,Nov1996,SK02
"01Jan3000, 23:00",0.01,Nov1996,SK02
"02Jan3000, 00:00",0.02,Nov1996,SK02
"02Jan3000, 01:00",0.02,Nov1996,SK02
"02Jan3000, 02:00",0.02,Nov1996,SK02
"02Jan3000, 03:00",0.02,Nov1996,SK02
"02Jan3000, 04:00",0.02,Nov1996,SK02
"02Jan3000, 05:00",0.02,Nov1996,SK02
"02Jan3000, 06:00",0.02,Nov1996,SK02
"02Jan3000, 07:00",0.02,Nov1996,SK02
"02Jan3000, 08:00",0.01,Nov1996,SK02
"02Jan3000, 09:00",0,Nov1996,SK02
"02Jan3000, 10:00",0,Nov1996,SK02
"02Jan3000, 11:00",0.01,Nov1996,SK02
"02Jan3000, 12:00",0.01,Nov1996,SK02
"02Jan3000, 13:00",0.01,Nov1996,SK02
"02Jan3000, 14:00",0.01,Nov1996,SK02
"02Jan3000, 15:00",0.01,Nov1996,SK02
"02Jan3000, 16:00",0.02,Nov1996,SK02
"02Jan3000, 17:00",0.05,Nov1996,SK02
"02Jan3000, 18:00",0.09,Nov1996,SK02
"02Jan3000, 19:00",0.12,Nov1996,SK02
"02Jan3000, 20:00",0.14,Nov1996,SK02
"02Jan3000, 21:00",0.15,Nov1996,SK02
"02Jan3000, 22:00",0.15,Nov1996,SK02
"02Jan3000, 23:00",0.14,Nov1996,SK02
"03Jan3000, 00:00",0.12,Nov1996,SK02
"03Jan3000, 01:00",0.12,Nov1996,SK02
"03Jan3000, 02:00",0.13,Nov1996,SK02
"03Jan3000, 03:00",0.15,Nov1996,SK02
"03Jan3000, 04:00",0.16,Nov1996,SK02
"03Jan3000, 05:00",0.15,Nov1996,SK02
"03Jan3000, 06:00",0.14,Nov1996,SK02
"03Jan3000, 07:00",0.16,Nov1996,SK02
"03Jan3000, 08:00",0.17,Nov1996,SK02
"03Jan3000, 09:00",0.18,Nov1996,SK02
"03Jan3000, 10:00",0.19,Nov1996,SK02
"03Jan3000, 11:00",0.2,Nov1996,SK02
"03Jan3000, 12:00",0.21,Nov1996,SK02
"03Jan3000, 13:00",0.23,Nov1996,SK02
"03Jan3000, 14:00",0.22,Nov1996,SK02
"03Jan3000, 15:00",0.2,Nov1996,SK02
"03Jan3000, 16:00",0.21,Nov1996,SK02
"03Jan3000, 17:00",0.24,Nov1996,SK02
"03Jan3000, 18:00",0.31,Nov1996,SK02
"03Jan3000, 19:00",0.35,Nov1996,SK02
"03Jan3000, 20:00",0.31,Nov1996,SK02
"03Jan3000, 21:00",0.27,Nov1996,SK02
"03Jan3000, 22:00",0.26,Nov1996,SK02
"03Jan3000, 23:00",0.22,Nov1996,SK02
"04Jan3000, 00:00",0.23,Nov1996,SK02
"04Jan3000, 01:00",0.21,Nov1996,SK02
"04Jan3000, 02:00",0.21,Nov1996,SK02
"04Jan3000, 03:00",0.23,Nov1996,SK02
"04Jan3000, 04:00",0.26,Nov1996,SK02
"04Jan3000, 05:00",0.23,Nov1996,SK02
"04Jan3000, 06:00",0.05,Nov1996,SK02
"04Jan3000, 07:00",0.12,Nov1996,SK02
"04Jan3000, 08:00",0.07,Nov1996,SK02
"04Jan3000, 09:00",0.08,Nov1996,SK02
"04Jan3000, 10:00",0.27,Nov1996,SK02
"04Jan3000, 11:00",0.19,Nov1996,SK02
"04Jan3000, 12:00",0.12,Nov1996,SK02
"04Jan3000, 13:00",0.12,Nov1996,SK02
"04Jan3000, 14:00",0.08,Nov1996,SK02
"04Jan3000, 15:00",0.05,Nov1996,SK02
"04Jan3000, 16:00",0.04,Nov1996,SK02
"04Jan3000, 17:00",0.02,Nov1996,SK02
"04Jan3000, 18:00",0.01,Nov1996,SK02
"04Jan3000, 19:00",0,Nov1996,SK02
"04Jan3000, 20:00",0,Nov1996,SK02
"04Jan3000, 21:00",0,Nov1996,SK02
"04Jan3000, 22:00",0,Nov1996,SK02
"04Jan3000, 23:00",0,Nov1996,SK02
"05Jan3000, 00:00",0,Nov1996,SK02
"05Jan3000, 01:00",0,Nov1996,SK02
"05Jan3000, 02:00",0,Nov1996,SK02
"05Jan3000, 03:00",0,Nov1996,SK02
"05Jan3000, 04:00",0,Nov1996,SK02
"05Jan3000, 05:00",0,Nov1996,SK02
"05Jan3000, 06:00",0,Nov1996,SK02
"05Jan3000, 07:00",0,Nov1996,SK02
"05Jan3000, 08:00",0,Nov1996,SK02
"05Jan3000, 09:00",0,Nov1996,SK02
"05Jan3000, 10:00",0,Nov1996,SK02
"05Jan3000, 11:00",0,Nov1996,SK02
"05Jan3000, 12:00",0,Nov1996,SK02
"05Jan3000, 13:00",0,Nov1996,SK02
"05Jan3000, 14:00",0,Nov1996,SK02
"05Jan3000, 15:00",0,Nov1996,SK02
"05Jan3000, 16:00",0,Nov1996,SK02
"05Jan3000, 17:00",0,Nov1996,SK02
"05Jan3000, 18:00",0,Nov1996,SK02
"05Jan3000, 19:00",0,Nov1996,SK02
"05Jan3000, 20:00",0,Nov1996,SK02
"05Jan3000, 21:00",0,Nov1996,SK02
"05Jan3000, 22:00",0,Nov1996,SK02
"05Jan3000, 23:00",0,Nov1996,SK02
"06Jan3000, 00:00",0.02,Nov1996,SK02
"06Jan3000, 01:00",0.02,Nov1996,SK02
"06Jan3000, 02:00",0.02,Nov1996,SK02
"06Jan3000, 03:00",0.02,Nov1996,SK02
"06Jan3000, 04:00",0.01,Nov1996,SK02
"06Jan3000, 05:00",0.01,Nov1996,SK02
"06Jan3000, 06:00",0.01,Nov1996,SK02
"06Jan3000, 07:00",0,Nov1996,SK02
"06Jan3000, 08:00",0,Nov1996,SK02
"06Jan3000, 09:00",0.01,Nov1996,SK02
"06Jan3000, 10:00",0,Nov1996,SK02
"06Jan3000, 11:00",0,Nov1996,SK02
"06Jan3000, 12:00",0,Nov1996,SK02
"06Jan3000, 13:00",0.02,Nov1996,SK02
"06Jan3000, 14:00",0.02,Nov1996,SK02
"06Jan3000, 15:00",0.02,Nov1996,SK02
"06Jan3000, 16:00",0.01,Nov1996,SK02
"06Jan3000, 17:00",0.01,Nov1996,SK02
"06Jan3000, 18:00",0.01,Nov1996,SK02
"06Jan3000, 19:00",0.01,Nov1996,SK02
"06Jan3000, 20:00",0.01,Nov1996,SK02
"06Jan3000, 21:00",0.01,Nov1996,SK02
"06Jan3000, 22:00",0.02,Nov1996,SK02
"06Jan3000, 23:00",0.03,Nov1996,SK02
"07Jan3000, 00:00",0.03,Nov1996,SK02
"07Jan3000, 01:00",0.02,Nov1996,SK02
"07Jan3000, 02:00",0.02,Nov1996,SK02
"07Jan3000, 03:00",0.12,Nov1996,SK02
"07Jan3000, 04:00",0.18,Nov1996,SK02
"07Jan3000, 05:00",0.2,Nov1996,SK02
"07Jan3000, 06:00",0.13,Nov1996,SK02
"07Jan3000, 07:00",0.04,Nov1996,SK02
"07Jan3000, 08:00",0.02,Nov1996,SK02
"07Jan3000, 09:00",0.01,Nov1996,SK02
"07Jan3000, 10:00",0.01,Nov1996,SK02
"07Jan3000, 11:00",0.01,Nov1996,SK02
"07Jan3000, 12:00",0.01,Nov1996,SK02
"07Jan3000, 13:00",0,Nov1996,SK02
"07Jan3000, 14:00",0,Nov1996,SK02
"07Jan3000, 15:00",0,Nov1996,SK02
"07Jan3000, 16:00",0,Nov1996,SK02
"07Jan3000, 17:00",0,Nov1996,SK02
"07Jan3000, 18:00",0,Nov1996,SK02
"07Jan3000, 19:00",0,Nov1996,SK02
"07Jan3000, 20:00",0,Nov1996,SK02
"07Jan3000, 21:00",0,Nov1996,SK02
"07Jan3000, 22:00",0,Nov1996,SK02
"07Jan3000, 23:00",0,Nov1996,SK02
"08Jan3000, 00:00",0,Nov1996,SK02
"08Jan3000, 01:00",0,Nov1996,SK02
"08Jan3000, 02:00",0,Nov1996,SK02
"08Jan3000, 03:00",0,Nov1996,SK02
"08Jan3000, 04:00",0,Nov1996,SK02
"08Jan3000, 05:00",0,Nov1996,SK02
"08Jan3000, 06:00",0,Nov1996,SK02
"08Jan3000, 07:00",0,Nov1996,SK02
"08Jan3000, 08:00",0.03,Nov1996,SK02
"08Jan3000, 09:00",0,Nov1996,SK02
"08Jan3000, 10:00",0,Nov1996,SK02
"08Jan3000, 11:00",0,Nov1996,SK02
"08Jan3000, 12:00",0.01,Nov1996,SK02
"08Jan3000, 13:00",0.01,Nov1996,SK02
"08Jan3000, 14:00",0,Nov1996,SK02
"08Jan3000, 15:00",0,Nov1996,SK02
"08Jan3000, 16:00",0,Nov1996,SK02
"08Jan3000, 17:00",0.01,Nov1996,SK02
"08Jan3000, 18:00",0.06,Nov1996,SK02
"08Jan3000, 19:00",0.05,Nov1996,SK02
"08Jan3000, 20:00",0.02,Nov1996,SK02
"08Jan3000, 21:00",0.03,Nov1996,SK02
"08Jan3000, 22:00",0.04,Nov1996,SK02
"08Jan3000, 23:00",0.05,Nov1996,SK02
"09Jan3000, 00:00",0.06,Nov1996,SK02
"09Jan3000, 01:00",0.05,Nov1996,SK02
"09Jan3000, 02:00",0.03,Nov1996,SK02
"09Jan3000, 03:00",0.02,Nov1996,SK02
"09Jan3000, 04:00",0.02,Nov1996,SK02
"09Jan3000, 05:00",0.02,Nov1996,SK02
"09Jan3000, 06:00",0.02,Nov1996,SK02
"09Jan3000, 07:00",0.03,Nov1996,SK02
"09Jan3000, 08:00",0.03,Nov1996,SK02
"09Jan3000, 09:00",0.02,Nov1996,SK02
"09Jan3000, 10:00",0.02,Nov1996,SK02
"09Jan3000, 11:00",0.01,Nov1996,SK02
"09Jan3000, 12:00",0.01,Nov1996,SK02
"09Jan3000, 13:00",0,Nov1996,SK02
"09Jan3000, 14:00",0.01,Nov1996,SK02
"09Jan3000, 15:00",0.01,Nov1996,SK02
"09Jan3000, 16:00",0.01,Nov1996,SK02
"09Jan3000, 17:00",0.01,Nov1996,SK02
"09Jan3000, 18:00",0.01,Nov1996,SK02
"09Jan3000, 19:00",0.01,Nov1996,SK02
"09Jan3000, 20:00",0.01,Nov1996,SK02
"09Jan3000, 21:00",0.01,Nov1996,SK02
"09Jan3000, 22:00",0.01,Nov1996,SK02
"09Jan3000, 23:00",0.01,Nov1996,SK02
"01Jan3000, 00:00", ,Nov1996,SK04
"01Jan3000, 01:00",0,Nov1996,SK04
"01Jan3000, 02:00",0,Nov1996,SK04
"01Jan3000, 03:00",0.01,Nov1996,SK04
"01Jan3000, 04:00",0.01,Nov1996,SK04
"01Jan3000, 05:00",0.01,Nov1996,SK04
"01Jan3000, 06:00",0,Nov1996,SK04
"01Jan3000, 07:00",0,Nov1996,SK04
"01Jan3000, 08:00",0,Nov1996,SK04
"01Jan3000, 09:00",0,Nov1996,SK04
"01Jan3000, 10:00",0,Nov1996,SK04
"01Jan3000, 11:00",0,Nov1996,SK04
"01Jan3000, 12:00",0,Nov1996,SK04
"01Jan3000, 13:00",0,Nov1996,SK04
"01Jan3000, 14:00",0,Nov1996,SK04
"01Jan3000, 15:00",0,Nov1996,SK04
"01Jan3000, 16:00",0,Nov1996,SK04
"01Jan3000, 17:00",0,Nov1996,SK04
"01Jan3000, 18:00",0,Nov1996,SK04
"01Jan3000, 19:00",0,Nov1996,SK04
"01Jan3000, 20:00",0,Nov1996,SK04
"01Jan3000, 21:00",0,Nov1996,SK04
"01Jan3000, 22:00",0,Nov1996,SK04
"01Jan3000, 23:00",0.01,Nov1996,SK04
"02Jan3000, 00:00",0.02,Nov1996,SK04
"02Jan3000, 01:00",0.01,Nov1996,SK04
"02Jan3000, 02:00",0.04,Nov1996,SK04
"02Jan3000, 03:00",0.07,Nov1996,SK04
"02Jan3000, 04:00",0.02,Nov1996,SK04
"02Jan3000, 05:00",0.01,Nov1996,SK04
"02Jan3000, 06:00",0.01,Nov1996,SK04
"02Jan3000, 07:00",0.01,Nov1996,SK04
"02Jan3000, 08:00",0.01,Nov1996,SK04
"02Jan3000, 09:00",0,Nov1996,SK04
"02Jan3000, 10:00",0.01,Nov1996,SK04
"02Jan3000, 11:00",0.01,Nov1996,SK04
"02Jan3000, 12:00",0.01,Nov1996,SK04
"02Jan3000, 13:00",0.01,Nov1996,SK04
"02Jan3000, 14:00",0.01,Nov1996,SK04
"02Jan3000, 15:00",0.01,Nov1996,SK04
"02Jan3000, 16:00",0.01,Nov1996,SK04
"02Jan3000, 17:00",0.02,Nov1996,SK04
"02Jan3000, 18:00",0.05,Nov1996,SK04
"02Jan3000, 19:00",0.1,Nov1996,SK04
"02Jan3000, 20:00",0.13,Nov1996,SK04
"02Jan3000, 21:00",0.12,Nov1996,SK04
"02Jan3000, 22:00",0.11,Nov1996,SK04
"02Jan3000, 23:00",0.09,Nov1996,SK04
"03Jan3000, 00:00",0.09,Nov1996,SK04
"03Jan3000, 01:00",0.11,Nov1996,SK04
"03Jan3000, 02:00",0.11,Nov1996,SK04
"03Jan3000, 03:00",0.12,Nov1996,SK04
"03Jan3000, 04:00",0.13,Nov1996,SK04
"03Jan3000, 05:00",0.14,Nov1996,SK04
"03Jan3000, 06:00",0.12,Nov1996,SK04
"03Jan3000, 07:00",0.12,Nov1996,SK04
"03Jan3000, 08:00",0.13,Nov1996,SK04
"03Jan3000, 09:00",0.16,Nov1996,SK04
"03Jan3000, 10:00",0.16,Nov1996,SK04
"03Jan3000, 11:00",0.17,Nov1996,SK04
"03Jan3000, 12:00",0.19,Nov1996,SK04
"03Jan3000, 13:00",0.19,Nov1996,SK04
"03Jan3000, 14:00",0.2,Nov1996,SK04
"03Jan3000, 15:00",0.19,Nov1996,SK04
"03Jan3000, 16:00",0.19,Nov1996,SK04
"03Jan3000, 17:00",0.21,Nov1996,SK04
"03Jan3000, 18:00",0.23,Nov1996,SK04
"03Jan3000, 19:00",0.26,Nov1996,SK04
"03Jan3000, 20:00",0.33,Nov1996,SK04
"03Jan3000, 21:00",0.34,Nov1996,SK04
"03Jan3000, 22:00",0.35,Nov1996,SK04
"03Jan3000, 23:00",0.3,Nov1996,SK04
"04Jan3000, 00:00",0.24,Nov1996,SK04
"04Jan3000, 01:00",0.18,Nov1996,SK04
"04Jan3000, 02:00",0.18,Nov1996,SK04
"04Jan3000, 03:00",0.2,Nov1996,SK04
"04Jan3000, 04:00",0.2,Nov1996,SK04
"04Jan3000, 05:00",0.07,Nov1996,SK04
"04Jan3000, 06:00",0.04,Nov1996,SK04
"04Jan3000, 07:00",0.05,Nov1996,SK04
"04Jan3000, 08:00",0,Nov1996,SK04
"04Jan3000, 09:00",0.26,Nov1996,SK04
"04Jan3000, 10:00",0.22,Nov1996,SK04
"04Jan3000, 11:00",0.14,Nov1996,SK04
"04Jan3000, 12:00",0.09,Nov1996,SK04
"04Jan3000, 13:00",0.07,Nov1996,SK04
"04Jan3000, 14:00",0.05,Nov1996,SK04
"04Jan3000, 15:00",0.04,Nov1996,SK04
"04Jan3000, 16:00",0.03,Nov1996,SK04
"04Jan3000, 17:00",0.02,Nov1996,SK04
"04Jan3000, 18:00",0.01,Nov1996,SK04
"04Jan3000, 19:00",0,Nov1996,SK04
"04Jan3000, 20:00",0,Nov1996,SK04
"04Jan3000, 21:00",0,Nov1996,SK04
"04Jan3000, 22:00",0,Nov1996,SK04
"04Jan3000, 23:00",0,Nov1996,SK04
"05Jan3000, 00:00",0,Nov1996,SK04
"05Jan3000, 01:00",0,Nov1996,SK04
"05Jan3000, 02:00",0,Nov1996,SK04
"05Jan3000, 03:00",0,Nov1996,SK04
"05Jan3000, 04:00",0,Nov1996,SK04
"05Jan3000, 05:00",0,Nov1996,SK04
"05Jan3000, 06:00",0,Nov1996,SK04
"05Jan3000, 07:00",0,Nov1996,SK04
"05Jan3000, 08:00",0,Nov1996,SK04
"05Jan3000, 09:00",0,Nov1996,SK04
"05Jan3000, 10:00",0,Nov1996,SK04
"05Jan3000, 11:00",0,Nov1996,SK04
"05Jan3000, 12:00",0,Nov1996,SK04
"05Jan3000, 13:00",0,Nov1996,SK04
"05Jan3000, 14:00",0,Nov1996,SK04
"05Jan3000, 15:00",0,Nov1996,SK04
"05Jan3000, 16:00",0,Nov1996,SK04
"05Jan3000, 17:00",0,Nov1996,SK04
"05Jan3000, 18:00",0,Nov1996,SK04
"05Jan3000, 19:00",0,Nov1996,SK04
"05Jan3000, 20:00",0,Nov1996,SK04
"05Jan3000, 21:00",0,Nov1996,SK04
"05Jan3000, 22:00",0,Nov1996,SK04
"05Jan3000, 23:00",0,Nov1996,SK04
"06Jan3000, 00:00",0.01,Nov1996,SK04
"06Jan3000, 01:00",0.01,Nov1996,SK04
"06Jan3000, 02:00",0.01,Nov1996,SK04
"06Jan3000, 03:00",0.01,Nov1996,SK04
"06Jan3000, 04:00",0,Nov1996,SK04
"06Jan3000, 05:00",0.01,Nov1996,SK04
"06Jan3000, 06:00",0,Nov1996,SK04
"06Jan3000, 07:00",0,Nov1996,SK04
"06Jan3000, 08:00",0,Nov1996,SK04
"06Jan3000, 09:00",0,Nov1996,SK04
"06Jan3000, 10:00",0,Nov1996,SK04
"06Jan3000, 11:00",0,Nov1996,SK04
"06Jan3000, 12:00",0,Nov1996,SK04
"06Jan3000, 13:00",0.01,Nov1996,SK04
"06Jan3000, 14:00",0.02,Nov1996,SK04
"06Jan3000, 15:00",0.01,Nov1996,SK04
"06Jan3000, 16:00",0.01,Nov1996,SK04
"06Jan3000, 17:00",0.01,Nov1996,SK04
"06Jan3000, 18:00",0.01,Nov1996,SK04
"06Jan3000, 19:00",0.01,Nov1996,SK04
"06Jan3000, 20:00",0.01,Nov1996,SK04
"06Jan3000, 21:00",0.01,Nov1996,SK04
"06Jan3000, 22:00",0.01,Nov1996,SK04
"06Jan3000, 23:00",0.02,Nov1996,SK04
"07Jan3000, 00:00",0.02,Nov1996,SK04
"07Jan3000, 01:00",0.01,Nov1996,SK04
"07Jan3000, 02:00",0.05,Nov1996,SK04
"07Jan3000, 03:00",0.21,Nov1996,SK04
"07Jan3000, 04:00",0.12,Nov1996,SK04
"07Jan3000, 05:00",0.1,Nov1996,SK04
"07Jan3000, 06:00",0.01,Nov1996,SK04
"07Jan3000, 07:00",0,Nov1996,SK04
"07Jan3000, 08:00",0.01,Nov1996,SK04
"07Jan3000, 09:00",0.02,Nov1996,SK04
"07Jan3000, 10:00",0.02,Nov1996,SK04
"07Jan3000, 11:00",0.01,Nov1996,SK04
"07Jan3000, 12:00",0,Nov1996,SK04
"07Jan3000, 13:00",0,Nov1996,SK04
"07Jan3000, 14:00",0,Nov1996,SK04
"07Jan3000, 15:00",0,Nov1996,SK04
"07Jan3000, 16:00",0,Nov1996,SK04
"07Jan3000, 17:00",0,Nov1996,SK04
"07Jan3000, 18:00",0,Nov1996,SK04
"07Jan3000, 19:00",0,Nov1996,SK04
"07Jan3000, 20:00",0,Nov1996,SK04
"07Jan3000, 21:00",0,Nov1996,SK04
"07Jan3000, 22:00",0,Nov1996,SK04
"07Jan3000, 23:00",0,Nov1996,SK04
"08Jan3000, 00:00",0,Nov1996,SK04
"08Jan3000, 01:00",0,Nov1996,SK04
"08Jan3000, 02:00",0,Nov1996,SK04
"08Jan3000, 03:00",0,Nov1996,SK04
"08Jan3000, 04:00",0,Nov1996,SK04
"08Jan3000, 05:00",0,Nov1996,SK04
"08Jan3000, 06:00",0,Nov1996,SK04
"08Jan3000, 07:00",0,Nov1996,SK04
"08Jan3000, 08:00",0.04,Nov1996,SK04
"08Jan3000, 09:00",0,Nov1996,SK04
"08Jan3000, 10:00",0,Nov1996,SK04
"08Jan3000, 11:00",0,Nov1996,SK04
"08Jan3000, 12:00",0.02,Nov1996,SK04
"08Jan3000, 13:00",0.02,Nov1996,SK04
"08Jan3000, 14:00",0,Nov1996,SK04
"08Jan3000, 15:00",0,Nov1996,SK04
"08Jan3000, 16:00",0,Nov1996,SK04
"08Jan3000, 17:00",0.01,Nov1996,SK04
"08Jan3000, 18:00",0.04,Nov1996,SK04
"08Jan3000, 19:00",0.03,Nov1996,SK04
"08Jan3000, 20:00",0.03,Nov1996,SK04
"08Jan3000, 21:00",0.04,Nov1996,SK04
"08Jan3000, 22:00",0.05,Nov1996,SK04
"08Jan3000, 23:00",0.1,Nov1996,SK04
"09Jan3000, 00:00",0.07,Nov1996,SK04
"09Jan3000, 01:00",0.05,Nov1996,SK04
"09Jan3000, 02:00",0.02,Nov1996,SK04
"09Jan3000, 03:00",0.01,Nov1996,SK04
"09Jan3000, 04:00",0.01,Nov1996,SK04
"09Jan3000, 05:00",0.01,Nov1996,SK04
"09Jan3000, 06:00",0.04,Nov1996,SK04
"09Jan3000, 07:00",0.04,Nov1996,SK04
"09Jan3000, 08:00",0.03,Nov1996,SK04
"09Jan3000, 09:00",0.03,Nov1996,SK04
"09Jan3000, 10:00",0.01,Nov1996,SK04
"09Jan3000, 11:00",0,Nov1996,SK04
"09Jan3000, 12:00",0,Nov1996,SK04
"09Jan3000, 13:00",0.01,Nov1996,SK04
"09Jan3000, 14:00",0.01,Nov1996,SK04
"09Jan3000, 15:00",0.02,Nov1996,SK04
"09Jan3000, 16:00",0.01,Nov1996,SK04
"09Jan3000, 17:00",0.01,Nov1996,SK04
"09Jan3000, 18:00",0.01,Nov1996,SK04
"09Jan3000, 19:00",0.01,Nov1996,SK04
"09Jan3000, 20:00",0.01,Nov1996,SK04
"09Jan3000, 21:00",0.01,Nov1996,SK04
"09Jan3000, 22:00",0.01,Nov1996,SK04
"09Jan3000, 23:00",0.01,Nov1996,SK04
