Cougar_3day_inflow,Sample_AEP
15737.01336,AEP = 0.001
24133.09123,AEP = 0.001
25656.13621,AEP = 0.001
26404.52683,AEP = 0.001
18437.97046,AEP = 0.001
20097.22948,AEP = 0.001
24905.70165,AEP = 0.001
20909.72635,AEP = 0.001
21259.25418,AEP = 0.001
18925.07569,AEP = 0.001
23872.69271,AEP = 0.001
23383.18374,AEP = 0.001
23715.10825,AEP = 0.001
18605.63517,AEP = 0.001
22346.97098,AEP = 0.001
21327.17788,AEP = 0.001
15972.43001,AEP = 0.001
22082.20981,AEP = 0.001
14500.96064,AEP = 0.001
16155.53421,AEP = 0.001
21937.11242,AEP = 0.001
24969.1094,AEP = 0.001
21034.54522,AEP = 0.001
29375.83661,AEP = 0.001
20782.38622,AEP = 0.001
25688.67457,AEP = 0.001
24462.5071,AEP = 0.001
21431.79151,AEP = 0.001
21502.98814,AEP = 0.001
23631.06757,AEP = 0.001
18255.25516,AEP = 0.001
26820.28377,AEP = 0.001
18665.79752,AEP = 0.001
25037.19962,AEP = 0.001
21999.47201,AEP = 0.001
24457.51992,AEP = 0.001
23796.52766,AEP = 0.001
24216.18524,AEP = 0.001
27642.34999,AEP = 0.001
25581.79549,AEP = 0.001
28026.04322,AEP = 0.001
14627.18873,AEP = 0.001
24830.6958,AEP = 0.001
29506.24321,AEP = 0.001
18981.79332,AEP = 0.001
20364.43233,AEP = 0.001
25914.33962,AEP = 0.001
16920.26404,AEP = 0.001
20116.88419,AEP = 0.001
17656.81185,AEP = 0.001
20512.74326,AEP = 0.001
20815.94842,AEP = 0.001
20266.15085,AEP = 0.001
23938.3179,AEP = 0.001
21639.80815,AEP = 0.001
17905.31333,AEP = 0.001
20260.57863,AEP = 0.001
18907.09816,AEP = 0.001
19992.11398,AEP = 0.001
20834.0959,AEP = 0.001
16537.90505,AEP = 0.001
17459.94314,AEP = 0.001
17346.18135,AEP = 0.001
27564.4815,AEP = 0.001
26760.9864,AEP = 0.001
18316.03307,AEP = 0.001
16518.40539,AEP = 0.001
20278.54854,AEP = 0.001
18099.15858,AEP = 0.001
15375.79414,AEP = 0.001
16141.20052,AEP = 0.001
16945.76389,AEP = 0.001
32369.36324,AEP = 0.001
17702.07272,AEP = 0.001
22962.00577,AEP = 0.001
27328.99612,AEP = 0.001
28236.69114,AEP = 0.001
24511.02756,AEP = 0.001
16431.13183,AEP = 0.001
23011.89492,AEP = 0.001
18652.6904,AEP = 0.001
23614.67782,AEP = 0.001
18481.65581,AEP = 0.001
23381.2325,AEP = 0.001
23578.99843,AEP = 0.001
22919.52138,AEP = 0.001
28111.56509,AEP = 0.001
22301.22383,AEP = 0.001
18100.25867,AEP = 0.001
24794.55545,AEP = 0.001
24781.00069,AEP = 0.001
26780.98339,AEP = 0.001
26117.95462,AEP = 0.001
24731.78745,AEP = 0.001
21633.36456,AEP = 0.001
21635.98234,AEP = 0.001
18665.01291,AEP = 0.001
21507.32138,AEP = 0.001
21724.91315,AEP = 0.001
25405.59897,AEP = 0.001
21813.55792,AEP = 0.001
22085.06449,AEP = 0.001
16915.11852,AEP = 0.001
32974.19475,AEP = 0.001
20099.16397,AEP = 0.001
18562.35824,AEP = 0.001
25133.76778,AEP = 0.001
28236.77171,AEP = 0.001
16201.12354,AEP = 0.001
15264.04046,AEP = 0.001
18929.22825,AEP = 0.001
20610.46334,AEP = 0.001
16124.09367,AEP = 0.001
22715.88153,AEP = 0.001
19418.66638,AEP = 0.001
16001.95052,AEP = 0.001
23222.92981,AEP = 0.001
22009.49694,AEP = 0.001
22640.16443,AEP = 0.001
22568.98068,AEP = 0.001
21379.82121,AEP = 0.001
25854.35436,AEP = 0.001
23136.32217,AEP = 0.001
21368.98819,AEP = 0.001
20974.97558,AEP = 0.001
20784.45937,AEP = 0.001
21412.49276,AEP = 0.001
25482.75581,AEP = 0.001
28367.26282,AEP = 0.001
19989.49542,AEP = 0.001
20331.50811,AEP = 0.001
18246.40042,AEP = 0.001
28704.87955,AEP = 0.001
20572.12547,AEP = 0.001
22707.11055,AEP = 0.001
25906.86078,AEP = 0.001
23135.00163,AEP = 0.001
14398.20996,AEP = 0.001
20780.22004,AEP = 0.001
20179.8216,AEP = 0.001
22966.4901,AEP = 0.001
23744.04616,AEP = 0.001
22185.6427,AEP = 0.001
24736.99021,AEP = 0.001
18975.94609,AEP = 0.001
23479.22079,AEP = 0.001
26841.45209,AEP = 0.001
31611.33926,AEP = 0.001
18011.54638,AEP = 0.001
25269.69901,AEP = 0.001
22447.26521,AEP = 0.001
25018.03604,AEP = 0.001
16467.41984,AEP = 0.001
18223.13444,AEP = 0.001
25026.82039,AEP = 0.001
22048.73806,AEP = 0.001
20814.02247,AEP = 0.001
22297.34403,AEP = 0.001
19806.7164,AEP = 0.001
28508.9305,AEP = 0.001
23542.30633,AEP = 0.001
18494.91043,AEP = 0.001
22062.07594,AEP = 0.001
15738.84273,AEP = 0.001
16824.34659,AEP = 0.001
19597.50987,AEP = 0.001
24335.13629,AEP = 0.001
18097.84823,AEP = 0.001
14925.74088,AEP = 0.001
26966.29875,AEP = 0.001
17131.65307,AEP = 0.001
23068.20164,AEP = 0.001
27754.29554,AEP = 0.001
23304.677,AEP = 0.001
30887.88223,AEP = 0.001
20392.33945,AEP = 0.001
16468.64834,AEP = 0.001
20723.85396,AEP = 0.001
21059.96852,AEP = 0.001
32470.92386,AEP = 0.001
20420.08083,AEP = 0.001
21528.19882,AEP = 0.001
20236.03675,AEP = 0.001
21255.08664,AEP = 0.001
27904.31203,AEP = 0.001
22706.10803,AEP = 0.001
27217.97972,AEP = 0.001
21626.32838,AEP = 0.001
18917.1724,AEP = 0.001
22459.21229,AEP = 0.001
25244.0664,AEP = 0.001
25644.82312,AEP = 0.001
21604.08416,AEP = 0.001
20301.78956,AEP = 0.001
24024.81017,AEP = 0.001
22604.88288,AEP = 0.001
17537.59031,AEP = 0.001
25687.1891,AEP = 0.001
22545.80738,AEP = 0.001
22120.10297,AEP = 0.001
21412.92015,AEP = 0.001
25449.45703,AEP = 0.001
25305.77927,AEP = 0.001
31478.18172,AEP = 0.001
30278.11814,AEP = 0.001
26916.84373,AEP = 0.001
25787.58633,AEP = 0.001
23430.06216,AEP = 0.001
27990.8211,AEP = 0.001
17594.36304,AEP = 0.001
22992.62156,AEP = 0.001
23339.24874,AEP = 0.001
21160.76555,AEP = 0.001
24132.29962,AEP = 0.001
17288.61159,AEP = 0.001
19607.20463,AEP = 0.001
18796.82183,AEP = 0.001
22666.97295,AEP = 0.001
23629.1878,AEP = 0.0001
40028.09468,AEP = 0.0001
30456.37227,AEP = 0.0001
22748.53164,AEP = 0.0001
35966.67613,AEP = 0.0001
30761.83825,AEP = 0.0001
27317.60869,AEP = 0.0001
29942.85481,AEP = 0.0001
43125.49651,AEP = 0.0001
28733.52904,AEP = 0.0001
26974.01489,AEP = 0.0001
28817.07249,AEP = 0.0001
25857.63878,AEP = 0.0001
26714.29746,AEP = 0.0001
37649.51304,AEP = 0.0001
26028.81859,AEP = 0.0001
24943.0686,AEP = 0.0001
32481.50795,AEP = 0.0001
36974.87771,AEP = 0.0001
33023.21988,AEP = 0.0001
28150.48217,AEP = 0.0001
24515.39156,AEP = 0.0001
29700.9084,AEP = 0.0001
46125.57843,AEP = 0.0001
36316.75437,AEP = 0.0001
30199.93869,AEP = 0.0001
25407.36631,AEP = 0.0001
29486.96921,AEP = 0.0001
33761.65864,AEP = 0.0001
33030.96231,AEP = 0.0001
49922.92589,AEP = 0.0001
24762.69537,AEP = 0.0001
21854.76315,AEP = 0.0001
27435.33298,AEP = 0.0001
27994.21255,AEP = 0.0001
40280.35977,AEP = 0.0001
45719.90724,AEP = 0.0001
19733.19268,AEP = 0.0001
24084.56953,AEP = 0.0001
26412.35685,AEP = 0.0001
28730.65609,AEP = 0.0001
32656.9234,AEP = 0.0001
23978.48252,AEP = 0.0001
28295.58203,AEP = 0.0001
31845.25126,AEP = 0.0001
26687.7595,AEP = 0.0001
30699.11321,AEP = 0.0001
19474.99729,AEP = 0.0001
24028.74011,AEP = 0.0001
37452.77351,AEP = 0.0001
18371.75293,AEP = 0.0001
38619.75752,AEP = 0.0001
27748.83773,AEP = 0.0001
32923.19197,AEP = 0.0001
29610.38227,AEP = 0.0001
27192.17792,AEP = 0.0001
23502.49223,AEP = 0.0001
27652.43393,AEP = 0.0001
34257.98449,AEP = 0.0001
27541.95804,AEP = 0.0001
27537.96717,AEP = 0.0001
33283.6179,AEP = 0.0001
25481.36648,AEP = 0.0001
44913.79252,AEP = 0.0001
28802.51711,AEP = 0.0001
29179.79297,AEP = 0.0001
28882.8177,AEP = 0.0001
42046.36734,AEP = 0.0001
30628.16948,AEP = 0.0001
30337.958,AEP = 0.0001
26693.14987,AEP = 0.0001
26293.09511,AEP = 0.0001
42852.00412,AEP = 0.0001
36148.11437,AEP = 0.0001
25251.13696,AEP = 0.0001
46131.96897,AEP = 0.0001
28941.64339,AEP = 0.0001
38653.11254,AEP = 0.0001
32781.57886,AEP = 0.0001
27362.23574,AEP = 0.0001
29836.50558,AEP = 0.0001
18138.19947,AEP = 0.0001
26441.46678,AEP = 0.0001
23232.80767,AEP = 0.0001
44419.98894,AEP = 0.0001
28500.62135,AEP = 0.0001
30135.58908,AEP = 0.0001
27942.05199,AEP = 0.0001
33912.89838,AEP = 0.0001
43001.81129,AEP = 0.0001
28251.05689,AEP = 0.0001
27477.79849,AEP = 0.0001
39164.84754,AEP = 0.0001
39853.07228,AEP = 0.0001
19120.80382,AEP = 0.0001
23559.60363,AEP = 0.0001
26498.9166,AEP = 0.0001
26115.08625,AEP = 0.0001
22706.8187,AEP = 0.0001
43231.00164,AEP = 0.0001
24055.67323,AEP = 0.0001
32680.59404,AEP = 0.0001
25911.96485,AEP = 0.0001
38993.86819,AEP = 0.0001
29649.57025,AEP = 0.0001
30074.14036,AEP = 0.0001
23911.08226,AEP = 0.0001
26945.74476,AEP = 0.0001
25310.0558,AEP = 0.0001
40009.68915,AEP = 0.0001
37111.05955,AEP = 0.0001
45804.39058,AEP = 0.0001
27607.98438,AEP = 0.0001
42109.72891,AEP = 0.0001
26879.04818,AEP = 0.0001
30895.30894,AEP = 0.0001
28095.28459,AEP = 0.0001
26319.58096,AEP = 0.0001
24887.21348,AEP = 0.0001
23081.11809,AEP = 0.0001
29710.69012,AEP = 0.0001
32311.05509,AEP = 0.0001
25045.01599,AEP = 0.0001
31106.12581,AEP = 0.0001
28204.74032,AEP = 0.0001
24967.4735,AEP = 0.0001
24607.07208,AEP = 0.0001
26902.46011,AEP = 0.0001
33223.83068,AEP = 0.0001
34879.61729,AEP = 0.0001
25971.62217,AEP = 0.0001
25456.47418,AEP = 0.0001
27632.40392,AEP = 0.0001
28120.86288,AEP = 0.0001
21636.32193,AEP = 0.0001
25867.65021,AEP = 0.0001
23384.21961,AEP = 0.0001
22899.45822,AEP = 0.0001
33243.17527,AEP = 0.0001
21597.61993,AEP = 0.0001
29846.03287,AEP = 0.0001
22671.98766,AEP = 0.0001
32527.88589,AEP = 0.0001
30408.26094,AEP = 0.0001
23349.89263,AEP = 0.0001
28010.78494,AEP = 0.0001
28743.17544,AEP = 0.0001
26760.50555,AEP = 0.0001
27814.36154,AEP = 0.0001
29738.77785,AEP = 0.0001
21930.63583,AEP = 0.0001
21235.58304,AEP = 0.0001
30888.78524,AEP = 0.0001
30297.2412,AEP = 0.0001
29163.09475,AEP = 0.0001
18184.97432,AEP = 0.0001
25535.08357,AEP = 0.0001
27579.99921,AEP = 0.0001
32391.1518,AEP = 0.0001
34365.67493,AEP = 0.0001
26266.11469,AEP = 0.0001
32093.96975,AEP = 0.0001
43087.72511,AEP = 0.0001
32910.66108,AEP = 0.0001
24219.5706,AEP = 0.0001
26475.17549,AEP = 0.0001
21365.04317,AEP = 0.0001
30510.34965,AEP = 0.0001
37293.00425,AEP = 0.0001
28032.16685,AEP = 0.0001
29835.2513,AEP = 0.0001
34744.01847,AEP = 0.0001
24136.8524,AEP = 0.0001
30545.45496,AEP = 0.0001
28852.1971,AEP = 0.0001
31074.13201,AEP = 0.0001
40849.00165,AEP = 0.0001
29351.91006,AEP = 0.0001
22828.90896,AEP = 0.0001
26914.29023,AEP = 0.0001
34764.1711,AEP = 0.0001
28493.97955,AEP = 0.0001
41342.9749,AEP = 0.0001
44481.4938,AEP = 0.0001
18242.15729,AEP = 0.0001
21776.399,AEP = 0.0001
21139.87918,AEP = 0.0001
36939.95655,AEP = 0.0001
27455.91277,AEP = 0.0001
37469.2534,AEP = 0.0001
36239.83148,AEP = 0.0001
36199.60841,AEP = 0.0001
25666.15424,AEP = 0.0001
28311.5818,AEP = 0.0001
30831.96638,AEP = 0.0001
37753.10338,AEP = 0.0001
21835.049,AEP = 0.0001
28409.64114,AEP = 0.0001
32252.85684,AEP = 0.0001
32565.1606,AEP = 0.0001
33036.07805,AEP = 0.0001
16571.06839,AEP = 0.0001
24403.18496,AEP = 0.0001
20732.16301,AEP = 0.0001
31781.80079,AEP = 0.0001
31256.13935,AEP = 0.0001
36562.41896,AEP = 0.0001
33875.56395,AEP = 0.0001
23234.28074,AEP = 0.0001
30575.80839,AEP = 0.0001
25481.01064,AEP = 0.0001
29345.26603,AEP = 0.0001
29895.18567,AEP = 0.0001
29159.72373,AEP = 0.0001
27886.45417,AEP = 0.0001
20789.36013,AEP = 0.0001
35548.02068,AEP = 0.0001
27202.49752,AEP = 0.0001
19237.09987,AEP = 0.0001
25749.1731,AEP = 0.0001
29065.46997,AEP = 0.0001
23814.23957,AEP = 0.0001
27442.52455,AEP = 0.0001
28981.74564,AEP = 0.0001
19771.20248,AEP = 0.0001
32677.42303,AEP = 0.0001
29639.40121,AEP = 0.0001
36081.84045,AEP = 0.0001
29292.30249,AEP = 0.0001
27143.42975,AEP = 0.0001
26304.14172,AEP = 0.0001
28624.77428,AEP = 0.0001
19964.88707,AEP = 0.0001
38724.4397,AEP = 0.0001
28107.49669,AEP = 0.0001
20287.33249,AEP = 0.0001
26229.61003,AEP = 0.0001
36522.878,AEP = 0.0001
25385.20852,AEP = 0.0001
21955.26631,AEP = 0.0001
26461.86101,AEP = 0.0001
21332.0303,AEP = 0.0001
26272.82227,AEP = 0.0001
26217.41202,AEP = 0.0001
30895.50509,AEP = 0.0001
25338.21033,AEP = 0.0001
32779.01073,AEP = 0.0001
31965.99834,AEP = 0.0001
32617.13629,AEP = 0.0001
21841.67547,AEP = 0.0001
46969.10149,AEP = 0.0001
41919.27732,AEP = 0.0001
28381.85172,AEP = 0.0001
37358.35378,AEP = 0.0001
26101.31035,AEP = 0.0001
27373.35563,AEP = 0.0001
27634.89186,AEP = 0.0001
25937.72447,AEP = 0.0001
32695.45156,AEP = 0.0001
27880.04842,AEP = 0.0001
29208.06187,AEP = 0.0001
16980.1747,AEP = 0.0001
22058.69043,AEP = 0.0001
40868.20631,AEP = 0.0001
38878.65863,AEP = 0.0001
21742.05587,AEP = 0.0001
27055.31073,AEP = 0.0001
24854.02913,AEP = 0.0001
20927.9016,AEP = 0.0001
19997.88918,AEP = 0.0001
34861.21788,AEP = 0.0001
31696.23119,AEP = 0.0001
35205.12829,AEP = 0.0001
25709.24431,AEP = 0.0001
32549.59429,AEP = 0.0001
29710.46809,AEP = 0.0001
27008.80434,AEP = 0.0001
40133.08757,AEP = 0.0001
35459.53005,AEP = 0.0001
27615.48726,AEP = 0.0001
40232.98271,AEP = 0.0001
32192.97495,AEP = 0.0001
25572.41722,AEP = 0.0001
36324.65454,AEP = 0.0001
22798.49828,AEP = 0.0001
36690.5636,AEP = 0.0001
35655.15758,AEP = 0.0001
29349.73201,AEP = 0.0001
29901.17157,AEP = 0.0001
30177.28469,AEP = 0.0001
32256.72793,AEP = 0.0001
27803.92703,AEP = 0.0001
33316.24371,AEP = 0.0001
19541.87654,AEP = 0.0001
21923.85932,AEP = 0.0001
26491.89318,AEP = 0.0001
32515.93801,AEP = 0.0001
39772.35209,AEP = 0.0001
27411.62927,AEP = 0.0001
20478.77822,AEP = 0.0001
32123.1128,AEP = 0.0001
33827.44825,AEP = 0.0001
27478.70528,AEP = 0.0001
30360.45513,AEP = 0.0001
37924.51992,AEP = 0.0001
29446.40106,AEP = 0.0001
33789.19158,AEP = 0.0001
32259.31002,AEP = 0.0001
25776.88816,AEP = 0.0001
20206.98189,AEP = 0.0001
38829.35121,AEP = 0.0001
24091.95325,AEP = 0.0001
25125.9836,AEP = 0.0001
22826.60094,AEP = 0.0001
22922.32753,AEP = 0.0001
22894.29912,AEP = 0.0001
32202.18428,AEP = 0.0001
20373.48039,AEP = 0.0001
18323.76636,AEP = 0.0001
23680.16457,AEP = 0.0001
31946.16235,AEP = 0.0001
22994.68958,AEP = 0.0001
32353.00944,AEP = 0.0001
28500.12665,AEP = 0.0001
38913.8904,AEP = 0.0001
27384.93198,AEP = 0.0001
30833.66412,AEP = 0.0001
29989.61642,AEP = 0.0001
26771.84157,AEP = 0.0001
29659.7833,AEP = 0.0001
41019.75331,AEP = 0.0001
23005.83746,AEP = 0.0001
21205.95598,AEP = 0.0001
32143.32877,AEP = 0.0001
33486.046,AEP = 0.0001
28243.63976,AEP = 0.0001
37948.88675,AEP = 0.0001
28654.92137,AEP = 0.0001
26806.11787,AEP = 0.0001
39257.79174,AEP = 0.0001
28271.31509,AEP = 0.0001
30544.15412,AEP = 0.0001
29144.31255,AEP = 0.0001
31812.5824,AEP = 0.0001
22275.0087,AEP = 0.0001
30809.92106,AEP = 0.0001
25862.91178,AEP = 0.0001
36231.47296,AEP = 0.0001
24199.84557,AEP = 0.0001
32796.96234,AEP = 0.0001
30556.44952,AEP = 0.0001
23863.54539,AEP = 0.0001
32555.8221,AEP = 0.0001
33483.17651,AEP = 0.0001
33897.52793,AEP = 0.0001
36513.82257,AEP = 0.0001
25608.44476,AEP = 0.0001
31179.74172,AEP = 0.0001
31207.52832,AEP = 0.0001
24826.7174,AEP = 0.0001
43898.06166,AEP = 0.0001
32800.99988,AEP = 0.0001
28182.75714,AEP = 0.0001
23720.96312,AEP = 0.0001
33474.31634,AEP = 0.0001
24718.77556,AEP = 0.0001
22492.00197,AEP = 0.0001
23225.39358,AEP = 0.0001
36383.22338,AEP = 0.0001
42469.85414,AEP = 0.0001
16296.3466,AEP = 0.0001
21996.42893,AEP = 0.0001
22856.07277,AEP = 0.0001
28932.24345,AEP = 0.0001
33437.18518,AEP = 0.0001
31326.75516,AEP = 0.0001
29315.7284,AEP = 0.0001
37338.66705,AEP = 0.0001
33439.58117,AEP = 0.0001
23273.091,AEP = 0.0001
27678.8789,AEP = 0.0001
21114.58378,AEP = 0.0001
37591.69581,AEP = 0.0001
28024.48618,AEP = 0.0001
24962.80885,AEP = 0.0001
18055.41425,AEP = 0.0001
24105.16041,AEP = 0.0001
33750.99152,AEP = 0.0001
36628.30346,AEP = 0.0001
27147.63215,AEP = 0.0001
36816.85224,AEP = 0.0001
19803.48158,AEP = 0.0001
41315.00391,AEP = 0.0001
38086.41106,AEP = 0.0001
26488.30666,AEP = 0.0001
27498.58288,AEP = 0.0001
28961.73437,AEP = 0.0001
29277.57893,AEP = 0.0001
32645.7518,AEP = 0.0001
27478.18447,AEP = 0.0001
28338.91393,AEP = 0.0001
27899.98191,AEP = 0.0001
27722.26646,AEP = 0.0001
39012.31142,AEP = 0.0001
29564.88592,AEP = 0.0001
27394.36754,AEP = 0.0001
41811.87348,AEP = 0.0001
33823.44557,AEP = 0.0001
20937.21743,AEP = 0.0001
37907.12383,AEP = 0.0001
28708.45029,AEP = 0.0001
34938.72526,AEP = 0.0001
21770.16461,AEP = 0.0001
27385.8641,AEP = 0.0001
29320.55704,AEP = 0.0001
26800.78509,AEP = 0.0001
27093.32449,AEP = 0.0001
51257.1692,AEP = 0.0001
34627.99415,AEP = 0.0001
33937.93645,AEP = 0.0001
24273.6712,AEP = 0.0001
29975.61381,AEP = 0.0001
19663.72738,AEP = 0.0001
28949.89492,AEP = 0.0001
25599.57144,AEP = 0.0001
25122.06499,AEP = 0.0001
30458.62674,AEP = 0.0001
32195.24512,AEP = 0.0001
27636.08905,AEP = 0.0001
35369.24961,AEP = 0.0001
24418.25893,AEP = 0.0001
30624.79749,AEP = 0.0001
35364.18353,AEP = 0.0001
28812.22198,AEP = 0.0001
29254.44946,AEP = 0.0001
33212.74739,AEP = 0.0001
28914.18499,AEP = 0.0001
45685.42786,AEP = 0.0001
19826.85494,AEP = 0.0001
28636.74077,AEP = 0.0001
36093.59198,AEP = 0.0001
39837.85913,AEP = 0.0001
22342.06425,AEP = 0.0001
24167.83529,AEP = 0.0001
26064.71633,AEP = 0.0001
20600.02094,AEP = 0.0001
28651.81244,AEP = 0.0001
16919.31769,AEP = 0.0001
27766.41388,AEP = 0.0001
28556.57769,AEP = 0.0001
22296.73971,AEP = 0.0001
26554.6721,AEP = 0.0001
41034.52063,AEP = 0.0001
17885.59238,AEP = 0.0001
37783.42376,AEP = 0.0001
17621.61163,AEP = 0.0001
28827.34848,AEP = 0.0001
33649.23337,AEP = 0.0001
36607.42376,AEP = 0.0001
22177.52653,AEP = 0.0001
29177.85118,AEP = 0.0001
33155.34149,AEP = 0.0001
26262.70695,AEP = 0.0001
28576.8397,AEP = 0.0001
31555.03244,AEP = 0.0001
35691.48674,AEP = 0.0001
24996.59453,AEP = 0.0001
33305.81637,AEP = 0.0001
27149.74037,AEP = 0.0001
22305.20672,AEP = 0.0001
29533.40672,AEP = 0.0001
30158.49603,AEP = 0.0001
44802.41941,AEP = 0.0001
47904.80086,AEP = 0.0001
23781.9551,AEP = 0.0001
37155.69891,AEP = 0.0001
27407.06393,AEP = 0.0001
35358.24896,AEP = 0.0001
23936.90128,AEP = 0.0001
31621.80352,AEP = 0.0001
34973.87892,AEP = 0.0001
26489.14455,AEP = 0.0001
28811.01956,AEP = 0.0001
30424.33516,AEP = 0.0001
23116.85731,AEP = 0.0001
34853.44997,AEP = 0.0001
29222.76397,AEP = 0.0001
31149.84586,AEP = 0.0001
29114.6549,AEP = 0.0001
30425.02805,AEP = 0.0001
30914.91888,AEP = 0.0001
39130.49324,AEP = 0.0001
21713.83966,AEP = 0.0001
20883.3719,AEP = 0.0001
52249.17339,AEP = 0.0001
21834.89111,AEP = 0.0001
40557.71,AEP = 0.0001
37350.24553,AEP = 0.0001
31418.00814,AEP = 0.0001
25487.72324,AEP = 0.0001
32821.72925,AEP = 0.0001
30715.38608,AEP = 0.0001
28761.06472,AEP = 0.0001
17757.07778,AEP = 0.0001
32350.57607,AEP = 0.0001
35618.9327,AEP = 0.0001
32987.57742,AEP = 0.0001
46961.74318,AEP = 0.0001
35563.16787,AEP = 0.0001
31250.89549,AEP = 0.0001
24036.14334,AEP = 0.0001
25123.72498,AEP = 0.0001
29139.62889,AEP = 0.0001
31277.19361,AEP = 0.0001
38013.09707,AEP = 0.0001
24891.08758,AEP = 0.0001
17910.58227,AEP = 0.0001
19913.36473,AEP = 0.0001
28907.99554,AEP = 0.0001
21899.42399,AEP = 0.0001
23380.72698,AEP = 0.0001
32522.46866,AEP = 0.0001
27600.97132,AEP = 0.0001
23793.64614,AEP = 0.0001
23276.73893,AEP = 0.0001
19837.05004,AEP = 0.0001
34036.82508,AEP = 0.0001
59931.67125,AEP = 0.0001
23214.67671,AEP = 0.0001
29826.28824,AEP = 0.0001
24033.48121,AEP = 0.0001
29018.01269,AEP = 0.0001
31351.77858,AEP = 0.0001
29563.10229,AEP = 0.0001
18824.95074,AEP = 0.0001
34689.89744,AEP = 0.0001
34975.80967,AEP = 0.0001
25043.74129,AEP = 0.0001
25085.92756,AEP = 0.0001
34306.42622,AEP = 0.0001
29401.30427,AEP = 0.0001
41361.40468,AEP = 0.0001
37342.83133,AEP = 0.0001
