Reservoir,Elev,Stor
Green Peter,971.0,282500.0
Green Peter,972.0,285500.0
Green Peter,973.0,288500.0
Green Peter,974.0,291500.0
Green Peter,975.0,294500.0
Green Peter,976.0,297500.0
Green Peter,977.0,300500.0
Green Peter,978.0,303600.0
Green Peter,979.0,306700.0
Green Peter,980.0,309700.0
Green Peter,981.0,312800.0
Green Peter,982.0,316000.0
Green Peter,983.0,319100.0
Green Peter,984.0,322200.0
Green Peter,985.0,325400.0
Green Peter,986.0,328600.0
Green Peter,987.0,331800.0
Green Peter,988.0,335000.0
Green Peter,989.0,338200.0
Green Peter,990.0,341500.0
Green Peter,991.0,344700.0
Green Peter,992.0,348000.0
Green Peter,993.0,351300.0
Green Peter,994.0,354600.0
Green Peter,995.0,357900.0
Green Peter,996.0,361300.0
Green Peter,997.0,364600.0
Green Peter,998.0,368000.0
Green Peter,999.0,371400.0
Green Peter,1000.0,374800.0
Green Peter,1001.0,378200.0
Green Peter,1002.0,381600.0
Green Peter,1003.0,385100.0
Green Peter,1004.0,388600.0
Green Peter,1005.0,392100.0
Green Peter,1006.0,395600.0
Green Peter,1007.0,399100.0
Green Peter,1008.0,402700.0
Green Peter,1009.0,406200.0
Green Peter,1010.0,409800.0
Green Peter,1011.0,413400.0
Green Peter,1012.0,417100.0
Green Peter,1013.0,420700.0
Green Peter,1014.0,424400.0
Green Peter,1015.0,428100.0
Green Peter,1016.0,431800.0
Green Peter,1017.0,435600.0
Green Peter,1018.0,439300.0
Green Peter,1019.0,443100.0
Green Peter,1020.0,446900.0
Fern Ridge,347.0,0.0
Fern Ridge,348.0,13.0
Fern Ridge,349.0,182.0
Fern Ridge,350.0,605.0
Fern Ridge,351.0,1179.0
Fern Ridge,352.0,1901.0
Fern Ridge,353.0,2802.0
Fern Ridge,354.0,3897.0
Fern Ridge,355.0,5247.0
Fern Ridge,356.0,6896.0
Fern Ridge,357.0,8844.0
Fern Ridge,358.0,11100.0
Fern Ridge,359.0,13700.0
Fern Ridge,360.0,16600.0
Fern Ridge,361.0,19900.0
Fern Ridge,362.0,23500.0
Fern Ridge,363.0,27500.0
Fern Ridge,364.0,31900.0
Fern Ridge,365.0,36900.0
Fern Ridge,366.0,42300.0
Fern Ridge,367.0,48300.0
Fern Ridge,368.0,54700.0
Fern Ridge,369.0,61700.0
Fern Ridge,370.0,69100.0
Fern Ridge,371.0,76800.0
Fern Ridge,372.0,84800.0
Fern Ridge,373.0,93000.0
Fern Ridge,374.0,101600.0
Fern Ridge,375.0,110500.0
Fern Ridge,375.1,111434.0
Fern Ridge,382.0,171750.0
Blue River,1104.0,0.0
Blue River,1105.0,1.0
Blue River,1106.0,2.0
Blue River,1107.0,3.0
Blue River,1108.0,6.0
Blue River,1109.0,9.0
Blue River,1110.0,14.0
Blue River,1111.0,19.0
Blue River,1112.0,27.0
Blue River,1113.0,36.0
Blue River,1114.0,46.0
Blue River,1115.0,59.0
Blue River,1116.0,73.0
Blue River,1117.0,90.0
Blue River,1118.0,110.0
Blue River,1119.0,131.0
Blue River,1120.0,156.0
Blue River,1121.0,182.0
Blue River,1122.0,209.0
Blue River,1123.0,236.0
Blue River,1124.0,263.0
Blue River,1125.0,291.0
Blue River,1126.0,319.0
Blue River,1127.0,348.0
Blue River,1128.0,377.0
Blue River,1129.0,407.0
Blue River,1130.0,437.0
Blue River,1131.0,468.0
Blue River,1132.0,499.0
Blue River,1133.0,530.0
Blue River,1134.0,562.0
Blue River,1135.0,594.0
Blue River,1136.0,627.0
Blue River,1137.0,660.0
Blue River,1138.0,694.0
Blue River,1139.0,728.0
Blue River,1140.0,763.0
Blue River,1141.0,799.0
Blue River,1142.0,837.0
Blue River,1143.0,876.0
Blue River,1144.0,918.0
Blue River,1145.0,961.0
Blue River,1146.0,1006.0
Blue River,1147.0,1054.0
Blue River,1148.0,1103.0
Blue River,1149.0,1155.0
Blue River,1150.0,1208.0
Blue River,1151.0,1264.0
Blue River,1152.0,1323.0
Blue River,1153.0,1383.0
Blue River,1154.0,1446.0
Blue River,1155.0,1511.0
Blue River,1156.0,1579.0
Blue River,1157.0,1649.0
Blue River,1158.0,1721.0
Blue River,1159.0,1796.0
Blue River,1160.0,1874.0
Blue River,1161.0,1954.0
Blue River,1162.0,2037.0
Blue River,1163.0,2122.0
Blue River,1164.0,2209.0
Blue River,1165.0,2299.0
Blue River,1166.0,2392.0
Blue River,1167.0,2487.0
Blue River,1168.0,2584.0
Blue River,1169.0,2685.0
Blue River,1170.0,2787.0
Blue River,1171.0,2893.0
Blue River,1172.0,3001.0
Blue River,1173.0,3113.0
Blue River,1174.0,3227.0
Blue River,1175.0,3343.0
Blue River,1176.0,3463.0
Blue River,1177.0,3585.0
Blue River,1178.0,3711.0
Blue River,1179.0,3839.0
Blue River,1180.0,3971.0
Blue River,1181.0,4105.0
Blue River,1182.0,4241.0
Blue River,1183.0,4379.0
Blue River,1184.0,4518.0
Blue River,1185.0,4660.0
Blue River,1186.0,4804.0
Blue River,1187.0,4949.0
Blue River,1188.0,5097.0
Blue River,1189.0,5247.0
Blue River,1190.0,5399.0
Blue River,1191.0,5552.0
Blue River,1192.0,5708.0
Blue River,1193.0,5866.0
Blue River,1194.0,6026.0
Blue River,1195.0,6188.0
Blue River,1196.0,6353.0
Blue River,1197.0,6519.0
Blue River,1198.0,6687.0
Blue River,1199.0,6858.0
Blue River,1200.0,7031.0
Blue River,1201.0,7206.0
Blue River,1202.0,7384.0
Blue River,1203.0,7564.0
Blue River,1204.0,7747.0
Blue River,1205.0,7933.0
Blue River,1206.0,8121.0
Blue River,1207.0,8312.0
Blue River,1208.0,8505.0
Blue River,1209.0,8701.0
Blue River,1210.0,8900.0
Blue River,1211.0,9101.0
Blue River,1212.0,9306.0
Blue River,1213.0,9513.0
Blue River,1214.0,9722.0
Blue River,1215.0,9935.0
Blue River,1216.0,10200.0
Blue River,1217.0,10400.0
Blue River,1218.0,10600.0
Blue River,1219.0,10800.0
Blue River,1220.0,11100.0
Blue River,1221.0,11300.0
Blue River,1222.0,11500.0
Blue River,1223.0,11700.0
Blue River,1224.0,12000.0
Blue River,1225.0,12200.0
Blue River,1226.0,12500.0
Blue River,1227.0,12700.0
Blue River,1228.0,13000.0
Blue River,1229.0,13200.0
Blue River,1230.0,13500.0
Blue River,1231.0,13700.0
Blue River,1232.0,14000.0
Blue River,1233.0,14200.0
Blue River,1234.0,14500.0
Blue River,1235.0,14800.0
Blue River,1236.0,15100.0
Blue River,1237.0,15300.0
Blue River,1238.0,15600.0
Blue River,1239.0,15900.0
Blue River,1240.0,16200.0
Blue River,1241.0,16500.0
Blue River,1242.0,16800.0
Blue River,1243.0,17100.0
Blue River,1244.0,17400.0
Blue River,1245.0,17700.0
Blue River,1246.0,18000.0
Blue River,1247.0,18300.0
Blue River,1248.0,18600.0
Blue River,1249.0,18900.0
Blue River,1250.0,19300.0
Blue River,1251.0,19600.0
Blue River,1252.0,19900.0
Blue River,1253.0,20300.0
Blue River,1254.0,20600.0
Blue River,1255.0,21000.0
Blue River,1256.0,21300.0
Blue River,1257.0,21700.0
Blue River,1258.0,22000.0
Blue River,1259.0,22400.0
Blue River,1260.0,22800.0
Blue River,1261.0,23100.0
Blue River,1262.0,23500.0
Blue River,1263.0,23900.0
Blue River,1264.0,24300.0
Blue River,1265.0,24700.0
Blue River,1266.0,25100.0
Blue River,1267.0,25500.0
Blue River,1268.0,26000.0
Blue River,1269.0,26400.0
Blue River,1270.0,26800.0
Blue River,1271.0,27300.0
Blue River,1272.0,27700.0
Blue River,1273.0,28200.0
Blue River,1274.0,28600.0
Blue River,1275.0,29100.0
Blue River,1276.0,29600.0
Blue River,1277.0,30100.0
Blue River,1278.0,30500.0
Blue River,1279.0,31000.0
Blue River,1280.0,31500.0
Blue River,1281.0,32100.0
Blue River,1282.0,32600.0
Blue River,1283.0,33100.0
Blue River,1284.0,33600.0
Blue River,1285.0,34200.0
Blue River,1286.0,34700.0
Blue River,1287.0,35300.0
Blue River,1288.0,35800.0
Blue River,1289.0,36400.0
Blue River,1290.0,37000.0
Blue River,1291.0,37500.0
Blue River,1292.0,38100.0
Blue River,1293.0,38700.0
Blue River,1294.0,39300.0
Blue River,1295.0,39900.0
Blue River,1296.0,40600.0
Blue River,1297.0,41200.0
Blue River,1298.0,41800.0
Blue River,1299.0,42400.0
Blue River,1300.0,43100.0
Blue River,1301.0,43700.0
Blue River,1302.0,44400.0
Blue River,1303.0,45100.0
Blue River,1304.0,45700.0
Blue River,1305.0,46400.0
Blue River,1306.0,47100.0
Blue River,1307.0,47800.0
Blue River,1308.0,48500.0
Blue River,1309.0,49200.0
Blue River,1310.0,49900.0
Blue River,1311.0,50600.0
Blue River,1312.0,51300.0
Blue River,1313.0,52000.0
Blue River,1314.0,52800.0
Blue River,1315.0,53500.0
Blue River,1316.0,54200.0
Blue River,1317.0,55000.0
Blue River,1318.0,55700.0
Blue River,1319.0,56500.0
Blue River,1320.0,57200.0
Blue River,1321.0,58000.0
Blue River,1322.0,58800.0
Blue River,1323.0,59600.0
Blue River,1324.0,60300.0
Blue River,1325.0,61100.0
Blue River,1326.0,61900.0
Blue River,1327.0,62700.0
Blue River,1328.0,63500.0
Blue River,1329.0,64400.0
Blue River,1330.0,65200.0
Blue River,1331.0,66000.0
Blue River,1332.0,66800.0
Blue River,1333.0,67700.0
Blue River,1334.0,68500.0
Blue River,1335.0,69400.0
Blue River,1336.0,70200.0
Blue River,1337.0,71100.0
Blue River,1338.0,72000.0
Blue River,1339.0,72800.0
Blue River,1340.0,73700.0
Blue River,1341.0,74600.0
Blue River,1342.0,75500.0
Blue River,1343.0,76400.0
Blue River,1344.0,77300.0
Blue River,1345.0,78200.0
Blue River,1346.0,79100.0
Blue River,1347.0,80000.0
Blue River,1348.0,81000.0
Blue River,1349.0,81900.0
Blue River,1350.0,82800.0
Blue River,1351.0,83800.0
Blue River,1352.0,84700.0
Blue River,1353.0,85700.0
Blue River,1354.0,86600.0
Blue River,1355.0,87600.0
Blue River,1356.0,88600.0
Blue River,1357.0,89500.0
Blue River,1358.0,90500.0
Blue River,1359.0,91500.0
Blue River,1360.0,92500.0
Blue River,1361.0,93500.0
Blue River,1362.0,94400.0
Blue River,1363.0,95500.0
Blue River,1364.0,96500.0
Blue River,1365.0,97500.0
Blue River,1366.0,98500.0
Blue River,1367.0,99500.0
Blue River,1368.0,100500.0
Blue River,1369.0,101600.0
Blue River,1370.0,102600.0
Blue River,1371.0,103700.0
Blue River,1372.0,104700.0
Blue River,1373.0,105800.0
Blue River,1374.0,106800.0
Blue River,1375.0,107900.0
Blue River,1376.0,109000.0
Blue River,1377.0,110000.0
Blue River,1378.0,111100.0
Blue River,1379.0,112200.0
Blue River,1380.0,113300.0
Blue River,1381.0,114400.0
Blue River,1382.0,115500.0
Blue River,1383.0,116600.0
Blue River,1384.0,117700.0
Blue River,1385.0,118900.0
Blue River,1386.0,120000.0
Blue River,1387.0,121100.0
Blue River,1388.0,122300.0
Blue River,1389.0,123400.0
Blue River,1390.0,124500.0
Blue River,1391.0,125700.0
Blue River,1392.0,126900.0
Blue River,1393.0,128000.0
Blue River,1394.0,129200.0
Blue River,1395.0,130400.0
Blue River,1396.0,131500.0
Blue River,1397.0,132700.0
Blue River,1398.0,133900.0
Blue River,1399.0,135100.0
Blue River,1400.0,136300.0
Cougar,1299.0,0.0
Cougar,1301.0,1.0
Cougar,1302.0,3.0
Cougar,1303.0,5.0
Cougar,1304.0,7.0
Cougar,1305.0,9.0
Cougar,1306.0,10.0
Cougar,1307.0,12.0
Cougar,1308.0,14.0
Cougar,1309.0,15.0
Cougar,1310.0,17.0
Cougar,1311.0,23.0
Cougar,1312.0,30.0
Cougar,1313.0,36.0
Cougar,1314.0,43.0
Cougar,1315.0,49.0
Cougar,1316.0,55.0
Cougar,1317.0,62.0
Cougar,1318.0,68.0
Cougar,1319.0,75.0
Cougar,1320.0,81.0
Cougar,1321.0,91.0
Cougar,1322.0,103.0
Cougar,1323.0,115.0
Cougar,1324.0,129.0
Cougar,1325.0,143.0
Cougar,1326.0,159.0
Cougar,1327.0,176.0
Cougar,1328.0,194.0
Cougar,1329.0,214.0
Cougar,1330.0,234.0
Cougar,1331.0,256.0
Cougar,1332.0,278.0
Cougar,1333.0,302.0
Cougar,1334.0,327.0
Cougar,1335.0,353.0
Cougar,1336.0,380.0
Cougar,1337.0,408.0
Cougar,1338.0,438.0
Cougar,1339.0,468.0
Cougar,1340.0,500.0
Cougar,1341.0,533.0
Cougar,1342.0,567.0
Cougar,1343.0,603.0
Cougar,1344.0,641.0
Cougar,1345.0,680.0
Cougar,1346.0,722.0
Cougar,1347.0,765.0
Cougar,1348.0,809.0
Cougar,1349.0,856.0
Cougar,1350.0,904.0
Cougar,1351.0,954.0
Cougar,1352.0,1005.0
Cougar,1353.0,1059.0
Cougar,1354.0,1114.0
Cougar,1355.0,1170.0
Cougar,1356.0,1229.0
Cougar,1357.0,1289.0
Cougar,1358.0,1351.0
Cougar,1359.0,1415.0
Cougar,1360.0,1480.0
Cougar,1361.0,1552.0
Cougar,1362.0,1627.0
Cougar,1363.0,1705.0
Cougar,1364.0,1785.0
Cougar,1365.0,1867.0
Cougar,1366.0,1953.0
Cougar,1367.0,2041.0
Cougar,1368.0,2131.0
Cougar,1369.0,2224.0
Cougar,1370.0,2320.0
Cougar,1371.0,2418.0
Cougar,1372.0,2519.0
Cougar,1373.0,2623.0
Cougar,1374.0,2729.0
Cougar,1375.0,2837.0
Cougar,1376.0,2949.0
Cougar,1377.0,3063.0
Cougar,1378.0,3179.0
Cougar,1379.0,3298.0
Cougar,1380.0,3420.0
Cougar,1381.0,3552.0
Cougar,1382.0,3684.0
Cougar,1383.0,3816.0
Cougar,1384.0,3948.0
Cougar,1385.0,4080.0
Cougar,1386.0,4212.0
Cougar,1387.0,4344.0
Cougar,1388.0,4476.0
Cougar,1389.0,4608.0
Cougar,1390.0,4740.0
Cougar,1391.0,4872.0
Cougar,1392.0,5004.0
Cougar,1393.0,5136.0
Cougar,1394.0,5268.0
Cougar,1395.0,5400.0
Cougar,1396.0,5532.0
Cougar,1397.0,5664.0
Cougar,1398.0,5796.0
Cougar,1399.0,5928.0
Cougar,1400.0,6088.0
Cougar,1401.0,6201.0
Cougar,1402.0,6346.0
Cougar,1403.0,6494.0
Cougar,1404.0,6645.0
Cougar,1405.0,6799.0
Cougar,1406.0,6957.0
Cougar,1407.0,7119.0
Cougar,1408.0,7283.0
Cougar,1409.0,7451.0
Cougar,1410.0,7622.0
Cougar,1411.0,7797.0
Cougar,1412.0,7975.0
Cougar,1413.0,8157.0
Cougar,1414.0,8341.0
Cougar,1415.0,8529.0
Cougar,1416.0,8721.0
Cougar,1417.0,8916.0
Cougar,1418.0,9114.0
Cougar,1419.0,9315.0
Cougar,1420.0,9520.0
Cougar,1421.0,9728.0
Cougar,1422.0,9940.0
Cougar,1423.0,10200.0
Cougar,1424.0,10400.0
Cougar,1425.0,10600.0
Cougar,1426.0,10800.0
Cougar,1427.0,11000.0
Cougar,1428.0,11300.0
Cougar,1429.0,11500.0
Cougar,1430.0,11800.0
Cougar,1431.0,12000.0
Cougar,1432.0,12200.0
Cougar,1433.0,12500.0
Cougar,1434.0,12700.0
Cougar,1435.0,13000.0
Cougar,1436.0,13300.0
Cougar,1437.0,13500.0
Cougar,1438.0,13800.0
Cougar,1439.0,14000.0
Cougar,1440.0,14300.0
Cougar,1441.0,14600.0
Cougar,1442.0,14800.0
Cougar,1443.0,15100.0
Cougar,1444.0,15400.0
Cougar,1445.0,15600.0
Cougar,1446.0,15900.0
Cougar,1447.0,16200.0
Cougar,1448.0,16500.0
Cougar,1449.0,16700.0
Cougar,1450.0,17000.0
Cougar,1451.0,17300.0
Cougar,1452.0,17600.0
Cougar,1453.0,17900.0
Cougar,1454.0,18200.0
Cougar,1455.0,18500.0
Cougar,1456.0,18800.0
Cougar,1457.0,19100.0
Cougar,1458.0,19400.0
Cougar,1459.0,19800.0
Cougar,1460.0,20100.0
Cougar,1461.0,20400.0
Cougar,1462.0,20700.0
Cougar,1463.0,21100.0
Cougar,1464.0,21400.0
Cougar,1465.0,21700.0
Cougar,1466.0,22100.0
Cougar,1467.0,22400.0
Cougar,1468.0,22800.0
Cougar,1469.0,23100.0
Cougar,1470.0,23500.0
Cougar,1471.0,23800.0
Cougar,1472.0,24200.0
Cougar,1473.0,24600.0
Cougar,1474.0,24900.0
Cougar,1475.0,25300.0
Cougar,1476.0,25700.0
Cougar,1477.0,26100.0
Cougar,1478.0,26400.0
Cougar,1479.0,26800.0
Cougar,1480.0,27200.0
Cougar,1481.0,27600.0
Cougar,1482.0,28000.0
Cougar,1483.0,28400.0
Cougar,1484.0,28800.0
Cougar,1485.0,29200.0
Cougar,1486.0,29600.0
Cougar,1487.0,30000.0
Cougar,1488.0,30500.0
Cougar,1489.0,30900.0
Cougar,1490.0,31300.0
Cougar,1491.0,31700.0
Cougar,1492.0,32200.0
Cougar,1493.0,32600.0
Cougar,1494.0,33000.0
Cougar,1495.0,33500.0
Cougar,1496.0,33900.0
Cougar,1497.0,34400.0
Cougar,1498.0,34800.0
Cougar,1499.0,35300.0
Cougar,1500.0,35700.0
Cougar,1501.0,36200.0
Cougar,1502.0,36700.0
Cougar,1503.0,37100.0
Cougar,1504.0,37600.0
Cougar,1505.0,38100.0
Cougar,1506.0,38600.0
Cougar,1507.0,39000.0
Cougar,1508.0,39500.0
Cougar,1509.0,40000.0
Cougar,1510.0,40500.0
Cougar,1511.0,41000.0
Cougar,1512.0,41500.0
Cougar,1513.0,42000.0
Cougar,1514.0,42500.0
Cougar,1515.0,43000.0
Cougar,1516.0,43500.0
Cougar,1517.0,44100.0
Cougar,1518.0,44600.0
Cougar,1519.0,45100.0
Cougar,1520.0,45600.0
Cougar,1521.0,46200.0
Cougar,1522.0,46700.0
Cougar,1523.0,47200.0
Cougar,1524.0,47800.0
Cougar,1525.0,48300.0
Cougar,1526.0,48900.0
Cougar,1527.0,49400.0
Cougar,1528.0,50000.0
Cougar,1529.0,50500.0
Cougar,1530.0,51100.0
Cougar,1531.0,51700.0
Cougar,1532.0,52200.0
Cougar,1533.0,52700.0
Cougar,1534.0,53300.0
Cougar,1535.0,53800.0
Cougar,1536.0,54300.0
Cougar,1537.0,54900.0
Cougar,1538.0,55400.0
Cougar,1539.0,56000.0
Cougar,1540.0,56500.0
Cougar,1541.0,57100.0
Cougar,1542.0,57700.0
Cougar,1543.0,58200.0
Cougar,1544.0,58800.0
Cougar,1545.0,59400.0
Cougar,1546.0,60000.0
Cougar,1547.0,60600.0
Cougar,1548.0,61200.0
Cougar,1549.0,61700.0
Cougar,1550.0,62300.0
Cougar,1551.0,63000.0
Cougar,1552.0,63600.0
Cougar,1553.0,64200.0
Cougar,1554.0,64800.0
Cougar,1555.0,65400.0
Cougar,1556.0,66000.0
Cougar,1557.0,66700.0
Cougar,1558.0,67300.0
Cougar,1559.0,67900.0
Cougar,1560.0,68600.0
Cougar,1561.0,69200.0
Cougar,1562.0,69900.0
Cougar,1563.0,70500.0
Cougar,1564.0,71200.0
Cougar,1565.0,71900.0
Cougar,1566.0,72500.0
Cougar,1567.0,73200.0
Cougar,1568.0,73900.0
Cougar,1569.0,74600.0
Cougar,1570.0,75200.0
Cougar,1571.0,75900.0
Cougar,1572.0,76600.0
Cougar,1573.0,77300.0
Cougar,1574.0,78000.0
Cougar,1575.0,78700.0
Cougar,1576.0,79400.0
Cougar,1577.0,80200.0
Cougar,1578.0,80900.0
Cougar,1579.0,81600.0
Cougar,1580.0,82300.0
Cougar,1581.0,83100.0
Cougar,1582.0,83800.0
Cougar,1583.0,84600.0
Cougar,1584.0,85300.0
Cougar,1585.0,86100.0
Cougar,1586.0,86800.0
Cougar,1587.0,87600.0
Cougar,1588.0,88300.0
Cougar,1589.0,89100.0
Cougar,1590.0,89900.0
Cougar,1591.0,90600.0
Cougar,1592.0,91400.0
Cougar,1593.0,92200.0
Cougar,1594.0,93000.0
Cougar,1595.0,93800.0
Cougar,1596.0,94600.0
Cougar,1597.0,95400.0
Cougar,1598.0,96200.0
Cougar,1599.0,97000.0
Cougar,1600.0,97800.0
Cougar,1601.0,98700.0
Cougar,1602.0,99500.0
Cougar,1603.0,100300.0
Cougar,1604.0,101100.0
Cougar,1605.0,102000.0
Cougar,1606.0,102800.0
Cougar,1607.0,103700.0
Cougar,1608.0,104500.0
Cougar,1609.0,105400.0
Cougar,1610.0,106200.0
Cougar,1611.0,107100.0
Cougar,1612.0,108000.0
Cougar,1613.0,108800.0
Cougar,1614.0,109700.0
Cougar,1615.0,110600.0
Cougar,1616.0,111500.0
Cougar,1617.0,112400.0
Cougar,1618.0,113300.0
Cougar,1619.0,114200.0
Cougar,1620.0,115100.0
Cougar,1621.0,116000.0
Cougar,1622.0,116900.0
Cougar,1623.0,117800.0
Cougar,1624.0,118700.0
Cougar,1625.0,119600.0
Cougar,1626.0,120600.0
Cougar,1627.0,121500.0
Cougar,1628.0,122400.0
Cougar,1629.0,123400.0
Cougar,1630.0,124300.0
Cougar,1631.0,125300.0
Cougar,1632.0,126200.0
Cougar,1633.0,127200.0
Cougar,1634.0,128200.0
Cougar,1635.0,129100.0
Cougar,1636.0,130100.0
Cougar,1637.0,131100.0
Cougar,1638.0,132000.0
Cougar,1639.0,133000.0
Cougar,1640.0,134000.0
Cougar,1641.0,135000.0
Cougar,1642.0,136000.0
Cougar,1643.0,137000.0
Cougar,1644.0,138000.0
Cougar,1645.0,139000.0
Cougar,1646.0,140000.0
Cougar,1647.0,141100.0
Cougar,1648.0,142100.0
Cougar,1649.0,143100.0
Cougar,1650.0,144100.0
Cougar,1651.0,145200.0
Cougar,1652.0,146200.0
Cougar,1653.0,147300.0
Cougar,1654.0,148300.0
Cougar,1655.0,149400.0
Cougar,1656.0,150400.0
Cougar,1657.0,151500.0
Cougar,1658.0,152600.0
Cougar,1659.0,153600.0
Cougar,1660.0,154700.0
Cougar,1661.0,155800.0
Cougar,1662.0,156900.0
Cougar,1663.0,158000.0
Cougar,1664.0,159100.0
Cougar,1665.0,160200.0
Cougar,1666.0,161300.0
Cougar,1667.0,162400.0
Cougar,1668.0,163500.0
Cougar,1669.0,164600.0
Cougar,1670.0,165700.0
Cougar,1671.0,166800.0
Cougar,1672.0,168000.0
Cougar,1673.0,169100.0
Cougar,1674.0,170200.0
Cougar,1675.0,171400.0
Cougar,1676.0,172500.0
Cougar,1677.0,173700.0
Cougar,1678.0,174800.0
Cougar,1679.0,176000.0
Cougar,1680.0,177100.0
Cougar,1681.0,178300.0
Cougar,1682.0,179500.0
Cougar,1683.0,180600.0
Cougar,1684.0,181800.0
Cougar,1685.0,183000.0
Cougar,1686.0,184200.0
Cougar,1687.0,185400.0
Cougar,1688.0,186600.0
Cougar,1689.0,187800.0
Cougar,1690.0,189000.0
Cougar,1691.0,190200.0
Cougar,1692.0,191400.0
Cougar,1693.0,192600.0
Cougar,1694.0,193900.0
Cougar,1695.0,195100.0
Cougar,1696.0,196300.0
Cougar,1697.0,197600.0
Cougar,1698.0,198800.0
Cougar,1699.0,200000.0
Dorena,735.0,0.0
Dorena,736.0,3.0
Dorena,737.0,5.0
Dorena,738.0,15.0
Dorena,739.0,25.0
Dorena,740.0,35.0
Dorena,741.0,59.0
Dorena,742.0,91.0
Dorena,743.0,130.0
Dorena,744.0,179.0
Dorena,745.0,237.0
Dorena,746.0,307.0
Dorena,747.0,388.0
Dorena,748.0,482.0
Dorena,749.0,590.0
Dorena,750.0,712.0
Dorena,751.0,849.0
Dorena,752.0,1000.0
Dorena,753.0,1166.0
Dorena,754.0,1348.0
Dorena,755.0,1547.0
Dorena,756.0,1762.0
Dorena,757.0,1995.0
Dorena,758.0,2247.0
Dorena,759.0,2518.0
Dorena,760.0,2809.0
Dorena,761.0,3119.0
Dorena,762.0,3448.0
Dorena,763.0,3797.0
Dorena,764.0,4166.0
Dorena,765.0,4555.0
Dorena,766.0,4966.0
Dorena,767.0,5399.0
Dorena,768.0,5855.0
Dorena,769.0,6333.0
Dorena,770.0,6835.0
Dorena,771.0,7355.0
Dorena,772.0,7886.0
Dorena,773.0,8428.0
Dorena,774.0,8980.0
Dorena,775.0,9543.0
Dorena,776.0,10100.0
Dorena,777.0,10700.0
Dorena,778.0,11300.0
Dorena,779.0,11900.0
Dorena,780.0,12500.0
Dorena,781.0,13200.0
Dorena,782.0,13800.0
Dorena,783.0,14500.0
Dorena,784.0,15200.0
Dorena,785.0,15800.0
Dorena,786.0,16600.0
Dorena,787.0,17300.0
Dorena,788.0,18000.0
Dorena,789.0,18800.0
Dorena,790.0,19600.0
Dorena,791.0,20400.0
Dorena,792.0,21200.0
Dorena,793.0,22000.0
Dorena,794.0,22900.0
Dorena,795.0,23800.0
Dorena,796.0,24700.0
Dorena,797.0,25600.0
Dorena,798.0,26500.0
Dorena,799.0,27500.0
Dorena,800.0,28500.0
Dorena,801.0,29500.0
Dorena,802.0,30500.0
Dorena,803.0,31600.0
Dorena,804.0,32600.0
Dorena,805.0,33700.0
Dorena,806.0,34800.0
Dorena,807.0,35900.0
Dorena,808.0,37000.0
Dorena,809.0,38200.0
Dorena,810.0,39400.0
Dorena,811.0,40600.0
Dorena,812.0,41800.0
Dorena,813.0,43000.0
Dorena,814.0,44300.0
Dorena,815.0,45600.0
Dorena,816.0,46900.0
Dorena,817.0,48300.0
Dorena,818.0,49700.0
Dorena,819.0,51100.0
Dorena,820.0,52500.0
Dorena,821.0,53900.0
Dorena,822.0,55400.0
Dorena,823.0,56900.0
Dorena,824.0,58500.0
Dorena,825.0,60100.0
Dorena,826.0,61700.0
Dorena,827.0,63300.0
Dorena,828.0,65000.0
Dorena,829.0,66700.0
Dorena,830.0,68500.0
Dorena,831.0,70300.0
Dorena,832.0,72100.0
Dorena,833.0,73900.0
Dorena,834.0,75700.0
Dorena,835.0,77600.0
Dorena,836.0,79500.0
Dorena,837.0,81400.0
Dorena,838.0,83400.0
Dorena,839.0,85300.0
Dorena,840.0,87300.0
Dorena,841.0,89300.0
Dorena,842.0,91400.0
Dorena,843.0,93400.0
Dorena,844.0,95500.0
Dorena,845.0,97600.0
Dorena,846.0,99700.0
Dorena,847.0,101800.0
Dorena,848.0,104000.0
Dorena,849.0,106100.0
Dorena,850.0,108300.0
Dorena,851.0,110600.0
Dorena,852.0,112800.0
Dorena,853.0,115000.0
Dorena,854.0,117300.0
Dorena,855.0,119500.0
Dorena,856.0,121800.0
Dorena,857.0,124100.0
Dorena,858.0,126400.0
